column,row,label,context,label_clean,kg_id,kg_labels,kg_aliases,method,kg_descriptions,pagerank,retrieval_score,GT_kg_id,GT_kg_label,evaluation_label,monge_elkan,des_cont_jaccard,jaro_winkler,graph-embedding-score,singleton,reciprocal_rank,num_char,num_tokens,siamese_pred,correct
1,10,Tony Hawk's Pro Skater 2,"2000|Sports|PC, Nintendo 64, PlayStation, Dreamcast|Activision",Tony Hawk's Pro Skater 2,Q21772565,Tony Hawk\s Pro Skater 2x,,fuzzy-augmented,skateboarding video game,3.436024992699295e-07,0.39925092073223595,Q1538485,Tony Hawk\\'s Pro Skater 2,-1,0.9566666666666668,0.0,0.9756666666666668,0.8095880906244562,0.235480627909748,0.1967741935483871,0.10121457489878542,0.13157894736842105,1.0,0
1,10,Tony Hawk's Pro Skater 2,"2000|Sports|PC, Nintendo 64, PlayStation, Dreamcast|Activision",Tony Hawk's Pro Skater 2,Q1538485,Tony Hawk\s Pro Skater 2,,fuzzy-augmented,video game,4.2597613343463215e-07,0.42138437623760655,Q1538485,Tony Hawk\\'s Pro Skater 2,1,0.9866666666666668,0.0,0.9833333333333334,0.8083483035262229,0.235480627909748,0.1633064516129032,0.09716599190283401,0.13157894736842105,1.0,0
1,10,Tony Hawk's Pro Skater 2,"2000|Sports|PC, Nintendo 64, PlayStation, Dreamcast|Activision",Tony Hawk's Pro Skater 2,Q2757933,Tony Hawk\s Pro Skater HD,,fuzzy-augmented,2012 video game,3.436024992699295e-07,0.37882539609648525,Q1538485,Tony Hawk\\'s Pro Skater 2,-1,0.8422222222222222,0.0,0.9593333333333334,0.8306384955146178,0.235480627909748,0.9999999999999999,0.10121457489878542,0.13157894736842105,0.9999998807907104,0
1,10,Tony Hawk's Pro Skater 2,"2000|Sports|PC, Nintendo 64, PlayStation, Dreamcast|Activision",Tony Hawk's Pro Skater 2,Q94587084,Tony Hawk\s Pro Skater 1 + 2,Tony Hawk\s Pro Skater 1+2|THPS 1 + 2|Pro Skater 1+2|THPS 1+2|Pro Skater 1 and 2|Pro Skater 1 + 2|THPS 1 and 2|Tony Hawk\s Pro Skater 1 and 2,fuzzy-augmented,2020 skateboarding video game developed by Vicarious Visions,3.436024992699295e-07,0.38371309555368077,Q1538485,Tony Hawk\\'s Pro Skater 2,-1,0.8457142857142858,0.0,0.9559523809523808,0.8143923864394651,0.235480627909748,0.3306451612903225,0.11336032388663968,0.18421052631578946,0.9999998807907104,0
1,10,Tony Hawk's Pro Skater 2,"2000|Sports|PC, Nintendo 64, PlayStation, Dreamcast|Activision",Tony Hawk's Pro Skater 2,Q1512956,Tony Hawk\s Pro Skater 4,,fuzzy-augmented,video game,3.436024992699295e-07,0.37310222196065446,Q1538485,Tony Hawk\\'s Pro Skater 2,-1,0.7866666666666667,0.0,0.9666666666666666,0.8276169873333099,0.235480627909748,0.4979838709677419,0.09716599190283401,0.13157894736842105,0.9999998807907104,0
1,11,Soul Calibur,1999|Fighting|Sega Dreamcast|Namco,Soul Calibur,Q1060715,Soulcalibur,,fuzzy-augmented,video game,3.78962598500862e-07,0.32295300023464724,Q1207356,Soulcalibur,-1,0.7351731601731601,0.0,0.9833333333333332,0.759990926013955,0.235480627909748,0.1633064516129032,0.04453441295546559,0.02631578947368421,0.9999995231628418,0
1,11,Soul Calibur,1999|Fighting|Sega Dreamcast|Namco,Soul Calibur,Q1194617,Soulcalibur Legends,,fuzzy-augmented,2007 video game,3.436024992699295e-07,0.26333458692378725,Q1207356,Soulcalibur,-1,0.6506493506493507,0.0,0.8991228070175439,0.8218443468997617,0.235480627909748,0.9999999999999999,0.07692307692307693,0.05263157894736842,0.999996542930603,0
1,11,Soul Calibur,1999|Fighting|Sega Dreamcast|Namco,Soul Calibur,Q2501650,Soulcalibur V,,fuzzy-augmented,2012 video game,3.609451924260139e-07,0.2580016532731718,Q1207356,Soulcalibur,-1,0.516991341991342,0.0,0.9525641025641024,0.8135514338309179,0.235480627909748,0.4979838709677419,0.05263157894736842,0.05263157894736842,0.9999961853027344,0
1,11,Soul Calibur,1999|Fighting|Sega Dreamcast|Namco,Soul Calibur,Q1207356,Soulcalibur,Soul series|Soul,fuzzy-augmented,video game series,9.03753728375121e-06,0.2644991481880866,Q1207356,Soulcalibur,1,0.7351731601731601,0.0,0.9833333333333332,0.6561340258266938,0.235480627909748,0.07963709677419355,0.04453441295546559,0.02631578947368421,0.9999958276748657,0
1,11,Soul Calibur,1999|Fighting|Sega Dreamcast|Namco,Soul Calibur,Q2067832,Soulcalibur II,,fuzzy-augmented,2002 video game,5.379107121847507e-07,0.2806139541978063,Q1207356,Soulcalibur,-1,0.516991341991342,0.0,0.9404761904761904,0.7604366878208862,0.235480627909748,0.1967741935483871,0.05668016194331984,0.05263157894736842,0.9999957084655762,0
1,12,The Legend of Zelda: Ocarina of Time,1998|Action-adventure|Nintendo 64|Nintendo,The Legend of Zelda  Ocarina of Time,Q213911,The Legend of Zelda: Ocarina of Time,OoT|Zelda 64|Zelda OoT|Ocarina of Time|Zelda Ocarina of Time|Zelda: OoT|Zelda: Ocarina of Time|TloZ: OoT,fuzzy-augmented,1998 video game for the Nintendo 64,1.1911033254103161e-06,0.6109133848077564,Q213911,The Legend of Zelda: Ocarina of Time,1,0.9330357142857144,0.2857142857142857,0.9603174603174603,0.8196125762481342,0.235480627909748,0.3306451612903225,0.145748987854251,0.18421052631578946,1.0,1
1,12,The Legend of Zelda: Ocarina of Time,1998|Action-adventure|Nintendo 64|Nintendo,The Legend of Zelda  Ocarina of Time,Q735613,The Legend of Zelda: Twilight Princess,TLoZ: TP|Zelda: Twilight Princess|TLOZ: TP|TLOZ: Twilight Princess|Zelda: TP|TLoZ: Twilight Princess|Twilight Princess,fuzzy-augmented,2006 action-adventure video game,6.033000517170999e-07,0.33694788585033064,Q213911,The Legend of Zelda: Ocarina of Time,-1,0.8192956349206348,0.25,0.8814954051796157,0.8093092824184346,0.235480627909748,0.1633064516129032,0.15384615384615385,0.15789473684210525,1.0,1
1,12,The Legend of Zelda: Ocarina of Time,1998|Action-adventure|Nintendo 64|Nintendo,The Legend of Zelda  Ocarina of Time,Q861205,The Legend of Zelda: Skyward Sword,,fuzzy-augmented,2011 video game on the Nintendo Wii,6.300602614114573e-07,0.36766852590744836,Q213911,The Legend of Zelda: Ocarina of Time,-1,0.8134424603174604,0.14285714285714285,0.8578431372549019,0.8276802534227766,0.235480627909748,0.4979838709677419,0.13765182186234817,0.15789473684210525,1.0,1
1,12,The Legend of Zelda: Ocarina of Time,1998|Action-adventure|Nintendo 64|Nintendo,The Legend of Zelda  Ocarina of Time,Q12395,The Legend of Zelda,The Legend of Zelda (video game)|LoZ: The Hyrule Fantasy|THE HYRULE FANTASY|The Hyrule Fantasy|Legend of Zelda: The Hyrule Fantasy,fuzzy-augmented,1986 action-adventure video game,6.4025013664677e-07,0.34433714228316137,Q213911,The Legend of Zelda: Ocarina of Time,-1,0.8936011904761905,0.25,0.9055555555555556,0.8004017852047628,0.235480627909748,0.07963709677419355,0.07692307692307693,0.10526315789473684,1.0,1
1,12,The Legend of Zelda: Ocarina of Time,1998|Action-adventure|Nintendo 64|Nintendo,The Legend of Zelda  Ocarina of Time,Q2714265,The Legend of Zelda: Ocarina of Time Master Quest,,fuzzy-augmented,2002 video game,3.729296867799899e-07,0.447305646853947,Q213911,The Legend of Zelda: Ocarina of Time,-1,0.8847993827160494,0.0,0.9024943310657596,0.8160468436427546,0.235480627909748,0.24697580645161288,0.19838056680161945,0.23684210526315788,0.9999998807907104,1
1,13,Goldeneye 007,1997|Shooter|Nintendo 64|Rare,Goldeneye 007,Q2708114,GoldenEye 007,,fuzzy-augmented,2010 video game,4.160386046672296e-07,0.3237374726017853,Q369086,GoldenEye 007,-1,1.0,0.0,1.0,0.7933255855121767,0.235480627909748,0.3306451612903225,0.05263157894736842,0.05263157894736842,1.0,0
1,13,Goldeneye 007,1997|Shooter|Nintendo 64|Rare,Goldeneye 007,Q369086,GoldenEye 007,,fuzzy-augmented,1997 video game,5.49001905766426e-07,0.29873011982794023,Q369086,GoldenEye 007,1,1.0,0.3333333333333333,1.0,0.7851563864424013,0.235480627909748,0.1967741935483871,0.05263157894736842,0.05263157894736842,1.0,0
1,13,Goldeneye 007,1997|Shooter|Nintendo 64|Rare,Goldeneye 007,Q19089,GoldenEye,,fuzzy-augmented,1995 James Bond film by Martin Campbell,1.1668916068573583e-06,0.3049012162406877,Q369086,GoldenEye 007,-1,0.75,0.0,0.9384615384615383,0.5861095098284791,0.235480627909748,0.04616935483870969,0.03643724696356275,0.02631578947368421,0.9999959468841553,0
1,13,Goldeneye 007,1997|Shooter|Nintendo 64|Rare,Goldeneye 007,Q3772920,GoldenEye Reloaded 007,,fuzzy-augmented,,3.436024992699295e-07,0.25989317820919366,Q369086,GoldenEye 007,-1,0.9433641975308642,0.0,0.8447552447552448,0.7080752937194119,0.235480627909748,0.0963709677419355,0.08906882591093118,0.07894736842105263,0.9999943971633911,0
1,13,Goldeneye 007,1997|Shooter|Nintendo 64|Rare,Goldeneye 007,Q60786878,GoldenEye,,fuzzy-augmented,,3.6481393628607503e-07,0.1944977883640298,Q369086,GoldenEye 007,-1,0.75,0.0,0.9384615384615383,0.7061306043058955,0.235480627909748,0.08724340175953081,0.03643724696356275,0.02631578947368421,0.9999831914901733,0
1,14,Super Mario 64,1996|Action-platformer|Nintendo 64|Nintendo,Super Mario 64,Q216995,Super Mario 64,SM 64|スーパーマリオ64|M64|SM64|M 64|Mario 64,exact-match,1996 platform video game developed by Nintendo,9.897859797844363e-07,0.2143052981667525,Q216995,Super Mario 64,1,1.0,0.14285714285714285,1.0,0.8228675225888695,0.235480627909748,0.4979838709677419,0.05668016194331984,0.07894736842105263,1.0,1
1,14,Super Mario 64,1996|Action-platformer|Nintendo 64|Nintendo,Super Mario 64,Q1142888,Super Mario 64 DS,,fuzzy-augmented,2004 platform video game developed by Nintendo,7.541714243767726e-07,0.2909678307171272,Q216995,Super Mario 64,-1,0.9458333333333332,0.14285714285714285,0.9647058823529412,0.8073256529883932,0.235480627909748,0.3306451612903225,0.06882591093117409,0.10526315789473684,1.0,1
1,14,Super Mario 64,1996|Action-platformer|Nintendo 64|Nintendo,Super Mario 64,Q1046604,Mario Kart 64,MK64|MK 64,fuzzy-augmented,1996 racing video game,1.5750578225461464e-06,0.24247673904110867,Q216995,Super Mario 64,-1,0.8527777777777779,0.25,0.7278388278388279,0.8000339942056202,0.235480627909748,0.1967741935483871,0.05263157894736842,0.07894736842105263,0.9999997615814209,1
1,14,Super Mario 64,1996|Action-platformer|Nintendo 64|Nintendo,Super Mario 64,Q17630799,Super Mario 64 2,,fuzzy-augmented,rumoured sequel to Super Mario 64,3.9177943696566764e-07,0.29065803927625994,Q216995,Super Mario 64,-1,0.875,0.14285714285714285,0.975,0.6721479057880145,0.235480627909748,0.011904761904761915,0.06477732793522267,0.10526315789473684,0.9999995231628418,1
1,14,Super Mario 64,1996|Action-platformer|Nintendo 64|Nintendo,Super Mario 64,Q1063119,Super Mario RPG,Mario RPG: LotSS|Mario RPG: Legend of the Seven Stars|SMRPG: Legend of the Seven Stars|SMRPG: LotSS|LotSS|Legend of the Seven Stars|Super Mario RPG: LotSS|Super Mario RPG|SMRPG,fuzzy-augmented,1996 action role-playing game,1.1445431738335514e-06,0.19847545955409276,Q216995,Super Mario 64,-1,0.7518518518518518,0.25,0.9314285714285714,0.7555664054389551,0.235480627909748,0.037802419354838704,0.06072874493927126,0.07894736842105263,0.9999994039535522,1
1,15,Twisted Metal,1995|Action-driving game|PlayStation|SingleTrac,Twisted Metal,Q2466962,Twisted Metal 4,,fuzzy-augmented,1999 video game,3.436024992699295e-07,0.2449926222799255,Q2995061,Twisted Metal,-1,0.8333333333333333,0.25,0.9733333333333334,0.8364952687400237,0.235480627909748,0.9999999999999999,0.06072874493927126,0.07894736842105263,1.0,0
1,15,Twisted Metal,1995|Action-driving game|PlayStation|SingleTrac,Twisted Metal,Q2995061,Twisted Metal,,exact-match,video game series,1.0349354965613845e-06,0.20997183265234368,Q2995061,Twisted Metal,1,1.0,0.25,1.0,0.7073920338217183,0.235480627909748,0.05871975806451613,0.05263157894736842,0.05263157894736842,1.0,0
1,15,Twisted Metal,1995|Action-driving game|PlayStation|SingleTrac,Twisted Metal,Q2982122,Twisted Metal,,fuzzy-augmented,2012 video game,3.436024992699295e-07,0.26304440627388503,Q2995061,Twisted Metal,-1,1.0,0.25,1.0,0.8348543144356954,0.235480627909748,0.4979838709677419,0.05263157894736842,0.05263157894736842,1.0,0
1,15,Twisted Metal,1995|Action-driving game|PlayStation|SingleTrac,Twisted Metal,Q2978434,Twisted Metal: Black,,fuzzy-augmented,2001 video game,3.436024992699295e-07,0.2564460573171694,Q2995061,Twisted Metal,-1,0.8972222222222224,0.25,0.93,0.8203394720134353,0.235480627909748,0.24697580645161288,0.08097165991902834,0.07894736842105263,1.0,0
1,15,Twisted Metal,1995|Action-driving game|PlayStation|SingleTrac,Twisted Metal,Q1967293,Twisted Metal,,fuzzy-augmented,1995 video game,4.898712797469079e-07,0.27144808839844037,Q2995061,Twisted Metal,-1,1.0,0.3333333333333333,1.0,0.8017671310802987,0.235480627909748,0.1633064516129032,0.05263157894736842,0.05263157894736842,1.0,0
1,16,Donkey Kong Country,1994|Action-platformer|Super Nintendo|Rare,Donkey Kong Country,Q2564684,Donkey Kong,,fuzzy-augmented,1994 platform game for the Game Boy,1.0937574664597787e-06,0.2553198826997746,Q518987,Donkey Kong Country,-1,0.9404761904761904,0.16666666666666666,0.9157894736842104,0.8161425378459277,0.235480627909748,0.3306451612903225,0.04453441295546559,0.05263157894736842,1.0,0
1,16,Donkey Kong Country,1994|Action-platformer|Super Nintendo|Rare,Donkey Kong Country,Q518987,Donkey Kong Country,DKC,fuzzy-augmented,1994 side-scroller platform video game for the SNES,8.153468474664555e-07,0.3093443637074719,Q518987,Donkey Kong Country,1,1.0,0.125,1.0,0.7751266278403274,0.235480627909748,0.055028462998102476,0.07692307692307693,0.07894736842105263,0.9999998807907104,0
1,16,Donkey Kong Country,1994|Action-platformer|Super Nintendo|Rare,Donkey Kong Country,Q585939,Donkey Kong Country Returns,Donkey Kong Country Returns 3D|DKCR,fuzzy-augmented,2D platformer video game developed by Retro Studios,4.0592479245364506e-07,0.31565001702707435,Q518987,Donkey Kong Country,-1,0.9434523809523808,0.0,0.9407407407407408,0.806535084408002,0.235480627909748,0.1967741935483871,0.10931174089068826,0.10526315789473684,0.9999997615814209,0
1,16,Donkey Kong Country,1994|Action-platformer|Super Nintendo|Rare,Donkey Kong Country,Q16201230,Donkey Kong Country,Super Donkey Kong,fuzzy-augmented,video game series,9.531648353980995e-07,0.3496739247806017,Q518987,Donkey Kong Country,-1,1.0,0.0,1.0,0.7209301444431921,0.235480627909748,0.02734375000000001,0.07692307692307693,0.07894736842105263,0.9999996423721313,0
1,16,Donkey Kong Country,1994|Action-platformer|Super Nintendo|Rare,Donkey Kong Country,Q936413,Donkey Kong Jungle Beat,,fuzzy-augmented,2004 Nintendo GameCube Game,3.436024992699295e-07,0.21037122687643625,Q518987,Donkey Kong Country,-1,0.8249007936507937,0.2,0.8883295194508009,0.8008638178212414,0.235480627909748,0.10752688172043011,0.0931174089068826,0.10526315789473684,0.9999995231628418,0
1,17,Samurai Shodown,1993|Fighting|Neo-Geo MVS|SNK,Samurai Shodown,Q1209867,Samurai Shodown,,fuzzy-augmented,1993 video game,1.0039189081094595e-06,0.33742346280443375,Q6498489,Samurai Shodown,-1,1.0,0.3333333333333333,1.0,0.751086668042069,0.235480627909748,0.13940092165898615,0.06072874493927126,0.05263157894736842,1.0,-1
1,17,Samurai Shodown,1993|Fighting|Neo-Geo MVS|SNK,Samurai Shodown,Q60743293,Samurai Shodown,Samurai Spirits,fuzzy-augmented,2019 video game,3.5313277164304526e-07,0.3372937933221184,Q6498489,Samurai Shodown,-1,1.0,0.0,1.0,0.7208904104618954,0.235480627909748,0.05871975806451613,0.06072874493927126,0.05263157894736842,0.9999997615814209,-1
1,17,Samurai Shodown,1993|Fighting|Neo-Geo MVS|SNK,Samurai Shodown,Q3122108,Samurai Shodown Anthology,,fuzzy-augmented,,3.436024992699295e-07,0.2680698903745585,Q6498489,Samurai Shodown,-1,0.9312169312169312,0.0,0.92,0.7884404063290137,0.235480627909748,0.4979838709677419,0.10121457489878542,0.07894736842105263,0.9999996423721313,-1
1,17,Samurai Shodown,1993|Fighting|Neo-Geo MVS|SNK,Samurai Shodown,Q3282619,Samurai Shodown! 2,,fuzzy-augmented,1999 video game,3.5313277164304526e-07,0.2680698903745585,Q6498489,Samurai Shodown,-1,0.8229166666666667,0.0,0.9666666666666668,0.778252372829115,0.235480627909748,0.3306451612903225,0.0728744939271255,0.07894736842105263,0.9999996423721313,-1
1,17,Samurai Shodown,1993|Fighting|Neo-Geo MVS|SNK,Samurai Shodown,Q3045091,Samurai Shodown VI,,fuzzy-augmented,2005 video game,3.5313277164304526e-07,0.2977365675118534,Q6498489,Samurai Shodown,-1,0.8333333333333333,0.0,0.9666666666666668,0.7562904507283651,0.235480627909748,0.1967741935483871,0.0728744939271255,0.07894736842105263,0.9999995231628418,-1
1,18,Street Fighter II,1992|Fighting|Super Nintendo|Capcom,Street Fighter II,Q5575485,Street Fighter II: Champion Edition,Street Fighter II: Champion Edition|Street Fighter II\: Champion Edition,fuzzy-augmented,1992 arcade game,3.436024992699295e-07,0.2582904389706534,Q1133204,Street Fighter II: The World Warrior,-1,0.8733201058201058,0.3333333333333333,0.8971428571428571,0.7282154629197294,0.235480627909748,0.02943548387096775,0.1417004048582996,0.13157894736842105,0.9999998807907104,0
1,18,Street Fighter II,1992|Fighting|Super Nintendo|Capcom,Street Fighter II,Q1133204,Street Fighter II: The World Warrior,SF 2|SF2|SFII|Street Fighter 2|Street Fighter II,fuzzy-augmented,1991 video game developed by Capcom,1.4822290021808571e-06,0.3082285952314926,Q1133204,Street Fighter II: The World Warrior,1,0.8576719576719576,0.16666666666666666,0.8944444444444445,0.761393107934501,0.235480627909748,0.07963709677419355,0.145748987854251,0.15789473684210525,0.9999997615814209,0
1,18,Street Fighter II,1992|Fighting|Super Nintendo|Capcom,Street Fighter II,Q196255,Street Fighter II Turbo: Hyper Fighting,Street Fighter II: Hyper Fighting,fuzzy-augmented,1992 arcade video game,3.6446407935283173e-07,0.27970659364990164,Q1133204,Street Fighter II: The World Warrior,-1,0.9154431216931216,0.25,0.8871794871794872,0.7350658587821585,0.235480627909748,0.03315412186379929,0.15789473684210525,0.15789473684210525,0.9999997615814209,0
1,18,Street Fighter II,1992|Fighting|Super Nintendo|Capcom,Street Fighter II,Q605180,Street Fighter: The Movie,STREET FIGHTER REAL BATTLE ON FILM|Street Fighter: Real Battle on Film,fuzzy-augmented,1995 console fighting game,3.76053846065555e-07,0.18197536157650393,Q1133204,Street Fighter II: The World Warrior,-1,0.8198908730158729,0.25,0.9162352941176469,0.7802288617099994,0.235480627909748,0.24697580645161288,0.10121457489878542,0.10526315789473684,0.9999995231628418,0
1,18,Street Fighter II,1992|Fighting|Super Nintendo|Capcom,Street Fighter II,Q16256689,Street Fighter,,fuzzy-augmented,1992 Korean animated film,3.436024992699295e-07,0.18407989676537517,Q1133204,Street Fighter II: The World Warrior,-1,0.9246031746031746,0.25,0.9647058823529412,0.5866278290175062,0.235480627909748,0.013278642936596231,0.05668016194331984,0.05263157894736842,0.9999995231628418,0
1,19,Sonic the Hedgehog,1991|Action-platformer|Sega Genesis|Sega,Sonic the Hedgehog,Q65239343,Sonic the Hedgehog,,fuzzy-augmented,Sega video game series,4.086218865079982e-07,0.2701536132805987,Q37123,Sonic the Hedgehog,-1,1.0,0.25,1.0,0.6734091634927117,0.235480627909748,0.018786656891495612,0.0728744939271255,0.07894736842105263,1.0,0
1,19,Sonic the Hedgehog,1991|Action-platformer|Sega Genesis|Sega,Sonic the Hedgehog,Q37115,Sonic the Hedgehog,Sonic the Hedgehog (Sega Master System)|Sonic 8-bit|Sonic the Hedgehog for Sega Master System|Sonic the Hedgehog for Sega Game Gear|Sonic the Hedgehog for the Sega Game Gear|Sonic the Hedgehog 8-bit|Sonic the Hedgehog (Sega Game Gear)|Sonic the Hedgehog for the Sega Master System,fuzzy-augmented,8-bit 1991 platform video game,4.4549746445456735e-07,0.28419595782498813,Q37123,Sonic the Hedgehog,-1,1.0,0.2,1.0,0.7970957171176447,0.235480627909748,0.1633064516129032,0.0728744939271255,0.07894736842105263,1.0,0
1,19,Sonic the Hedgehog,1991|Action-platformer|Sega Genesis|Sega,Sonic the Hedgehog,Q37123,Sonic the Hedgehog,Sonic 1|Sonic the Hedgehog I|Sonic the Hedgehog 1|Sonic I,fuzzy-augmented,1991 video game,5.723249172263516e-07,0.3024181194748238,Q37123,Sonic the Hedgehog,1,1.0,0.3333333333333333,1.0,0.7712357167251184,0.235480627909748,0.041605571847507336,0.0728744939271255,0.07894736842105263,1.0,0
1,19,Sonic the Hedgehog,1991|Action-platformer|Sega Genesis|Sega,Sonic the Hedgehog,Q1068669,Sonic the Hedgehog,Sonic the Hedgehog \06|Sonic \06|Sonic the Hedgehog 2006|Sonic 2006|Sonic 06|Sonic the Hedgehog 06|Sonic (2006)|Sonic the Hedgehog (2006),fuzzy-augmented,2006 video game by Sega,8.870639509976738e-07,0.3039760878681548,Q37123,Sonic the Hedgehog,-1,1.0,0.2,1.0,0.7865488979825909,0.235480627909748,0.06768433179723503,0.0728744939271255,0.07894736842105263,1.0,0
1,19,Sonic the Hedgehog,1991|Action-platformer|Sega Genesis|Sega,Sonic the Hedgehog,Q1046812,Sonic the Hedgehog,Sonic the Hedgehog series|Sonic|Sonic series,fuzzy-augmented,Sega video game series and associated media franchise,7.802327017496567e-06,0.2764158703431435,Q37123,Sonic the Hedgehog,-1,1.0,0.125,1.0,0.7328580291224558,0.235480627909748,0.02639296187683286,0.0728744939271255,0.07894736842105263,0.9999998807907104,0
1,2,Grand Theft Auto IV,"2008|Open World, Action|Windows, PlayStation 3, Xbox 360|Rockstar North",Grand Theft Auto IV,Q94797,Grand Theft Auto IV,GTA 4|GTA IV,fuzzy-augmented,2008 open world action-adventure video game,1.0174159037900636e-05,0.41715895335192554,Q94797,Grand Theft Auto IV,1,1.0,0.16666666666666666,1.0,0.7942129864406107,0.235480627909748,0.1967741935483871,0.07692307692307693,0.10526315789473684,1.0,1
1,2,Grand Theft Auto IV,"2008|Open World, Action|Windows, PlayStation 3, Xbox 360|Rockstar North",Grand Theft Auto IV,Q648099,Grand Theft Auto Advance,Grand Theft Auto|GTA Advance,fuzzy-augmented,handheld console game,1.3756920740087038e-06,0.32184975578405056,Q94797,Grand Theft Auto IV,-1,0.8886904761904761,0.0,0.9394736842105262,0.8318932082289215,0.235480627909748,0.9999999999999999,0.09716599190283401,0.10526315789473684,0.9999998807907104,1
